gesture,gesture_num,timestamp,aX,aY,aZ,gX,gY,gZ,temp
punch,1,887,0.069,0.010,0.915,18.870,2.954,0.611,25.24
punch,1,898,0.067,0.010,0.909,18.718,2.885,0.634,25.19
punch,1,909,0.073,0.014,0.915,18.802,2.901,0.710,25.24
punch,1,919,0.076,0.011,0.908,18.878,2.939,0.786,25.24
punch,1,929,0.076,0.015,0.912,18.847,2.939,0.542,25.14
punch,1,940,0.079,0.016,0.906,18.794,2.786,0.733,25.09
punch,1,951,0.081,0.015,0.903,18.863,2.740,0.672,25.09
punch,1,961,0.078,0.013,0.913,18.817,2.855,0.664,25.24
punch,1,971,0.069,0.008,0.906,18.832,2.855,0.595,25.14
punch,1,982,0.070,0.006,0.915,18.847,2.916,0.794,25.19
punch,1,992,0.074,0.016,0.912,18.908,2.809,0.855,25.14
punch,1,1003,0.073,0.013,0.910,18.916,2.855,0.557,25.24
punch,1,1013,0.072,0.006,0.909,18.702,2.908,0.626,25.14
punch,1,1024,0.076,0.017,0.911,18.908,2.924,0.527,25.24
punch,1,1035,0.073,0.011,0.911,18.809,2.794,0.573,25.14
punch,1,1045,0.074,0.005,0.910,18.863,2.977,0.710,25.19
punch,1,1055,0.068,0.009,0.902,18.878,3.038,0.611,25.09
punch,1,1065,0.074,0.020,0.907,18.840,2.863,0.550,25.09
punch,1,1077,0.080,0.009,0.901,18.855,2.832,0.489,25.28
punch,1,1087,0.068,0.009,0.906,18.817,2.550,0.618,25.19
punch,1,1097,0.068,0.009,0.907,18.878,2.840,0.450,25.28
punch,1,1107,0.075,0.010,0.911,18.840,2.618,0.718,25.24
punch,1,1119,0.077,0.012,0.916,18.931,2.863,0.725,25.14
punch,1,1129,0.070,0.014,0.903,18.817,2.962,0.634,25.14
punch,1,1139,0.073,0.014,0.903,18.924,2.893,0.595,25.24
punch,1,1150,0.069,0.012,0.905,18.809,2.939,0.618,25.14
punch,1,1161,0.071,0.012,0.912,18.771,2.885,0.710,25.14
punch,1,1171,0.071,0.008,0.910,18.824,2.832,0.611,25.24
punch,1,1182,0.069,0.011,0.904,18.771,2.794,0.649,25.24
punch,1,1192,0.077,0.007,0.917,18.809,2.885,0.550,25.14
punch,1,1203,0.070,0.013,0.909,18.885,2.847,0.702,25.19
punch,1,1213,0.076,0.012,0.917,18.840,2.756,0.656,25.19
punch,1,1224,0.072,0.017,0.911,18.809,2.809,0.672,25.19
punch,1,1234,0.081,0.004,0.913,18.786,2.931,0.618,25.19
punch,1,1245,0.069,0.006,0.913,18.809,3.038,0.664,25.19
punch,1,1256,0.069,0.010,0.909,18.794,2.901,0.687,25.19
punch,1,1266,0.080,0.015,0.917,18.740,2.832,0.718,25.14
punch,1,1276,0.074,0.012,0.906,18.855,2.985,0.649,25.19
punch,1,1287,0.075,0.008,0.905,18.939,2.977,0.588,25.14
punch,1,1298,0.068,0.010,0.908,18.878,2.863,0.756,25.24
punch,1,1308,0.078,0.011,0.905,18.908,2.985,0.641,25.24
punch,1,1318,0.077,0.004,0.908,18.954,2.794,0.550,25.24
punch,1,1329,0.080,0.007,0.909,18.786,2.748,0.649,25.24
punch,1,1340,0.072,0.005,0.906,18.832,2.847,0.557,25.24
punch,1,1350,0.072,0.016,0.896,18.893,3.008,0.656,25.14
punch,1,1360,0.076,0.012,0.911,18.817,2.924,0.641,25.19
punch,1,1372,0.076,0.013,0.908,18.832,2.763,0.725,25.19
punch,1,1382,0.073,0.010,0.904,18.893,2.863,0.542,25.19
punch,1,1392,0.070,0.012,0.906,18.901,2.779,0.679,25.19
punch,1,1402,0.069,0.013,0.909,18.939,2.977,0.656,25.09
punch,1,1414,0.080,0.018,0.901,18.786,2.794,0.542,25.28
punch,1,1424,0.074,0.004,0.906,18.855,2.809,0.580,25.28
punch,1,1434,0.074,0.009,0.911,19.038,2.901,0.435,25.19
punch,1,1445,0.077,0.008,0.913,18.855,2.870,0.550,25.14
punch,1,1456,0.070,0.008,0.900,18.794,2.893,0.664,25.24
punch,1,1466,0.077,0.015,0.905,18.702,2.802,0.565,25.24
punch,1,1476,0.073,0.008,0.906,18.756,2.931,0.718,25.24
punch,1,1487,0.077,0.013,0.917,18.802,2.901,0.527,25.24
punch,1,1498,0.071,0.010,0.905,18.931,2.916,0.679,25.14
punch,1,1508,0.077,0.015,0.911,18.809,2.855,0.595,25.05
punch,1,1519,0.066,0.010,0.908,18.817,2.779,0.664,25.19
punch,1,1529,0.073,0.010,0.911,18.969,2.947,0.588,25.19
punch,1,1540,0.080,0.012,0.906,18.901,2.878,0.687,25.19
punch,1,1550,0.073,0.006,0.915,18.840,2.893,0.641,25.28
punch,1,1561,0.074,0.011,0.912,18.794,2.954,0.550,25.19
punch,1,1571,0.074,0.005,0.908,18.985,2.756,0.595,25.24
punch,1,1582,0.073,0.006,0.916,18.847,2.878,0.618,25.19
punch,1,1593,0.072,0.007,0.904,18.809,2.763,0.626,25.24
punch,1,1603,0.072,0.010,0.905,18.824,2.748,0.649,25.14
punch,1,1613,0.075,0.007,0.907,18.878,2.756,0.718,25.24
punch,1,1624,0.069,0.009,0.902,18.802,3.092,0.489,25.14
punch,1,1635,0.076,0.008,0.912,18.939,2.939,0.664,25.14
punch,1,1645,0.073,0.007,0.907,18.832,2.969,0.626,25.14
punch,1,1655,0.073,0.009,0.915,18.779,2.725,0.641,25.14
punch,1,1666,0.081,0.009,0.919,18.908,2.924,0.695,25.14
punch,1,1677,0.068,0.011,0.909,18.840,2.779,0.542,25.09
punch,1,1687,0.076,0.011,0.902,18.977,2.870,0.397,25.19
punch,1,1697,0.063,0.008,0.925,13.122,7.450,0.573,25.19
punch,1,1709,0.072,0.033,0.921,14.191,6.183,0.679,25.19
punch,1,1719,0.064,-0.002,0.913,14.183,5.427,0.992,25.19
punch,1,1729,0.080,0.003,0.916,11.137,6.817,3.008,25.19
punch,1,1739,0.071,0.001,0.910,13.573,6.443,6.710,25.19
punch,1,1751,0.080,0.013,0.913,17.786,3.847,8.840,25.19
punch,1,1761,0.079,-0.002,0.906,18.130,3.756,9.916,25.19
punch,1,1771,0.060,0.002,0.905,18.702,4.115,9.641,25.19
punch,1,1782,0.038,0.001,0.904,19.267,2.748,3.130,25.19
punch,1,1793,0.073,0.009,0.914,19.817,0.977,0.565,25.19
punch,1,1803,0.069,-0.002,0.913,19.954,1.405,0.611,25.14
punch,1,1814,0.064,-0.004,0.907,21.145,0.878,0.702,25.24
punch,1,1824,0.074,0.007,0.907,24.015,-0.366,0.695,25.14
punch,1,1835,0.064,0.000,0.907,24.435,-0.031,0.939,25.14
punch,1,1845,0.070,0.018,0.913,22.099,1.000,0.786,25.14
punch,1,1856,0.079,0.014,0.908,20.878,1.389,0.817,25.19
punch,1,1866,0.071,0.014,0.909,20.527,1.458,0.649,25.09
punch,1,1876,0.072,0.016,0.910,20.557,1.580,0.702,25.28
punch,1,1887,0.072,0.009,0.913,19.023,2.840,0.550,25.19
punch,1,1898,0.074,0.010,0.913,18.840,2.832,0.679,25.24
punch,1,1908,0.071,0.008,0.907,18.885,2.863,0.527,25.19
punch,1,1918,0.073,0.014,0.914,18.893,2.718,0.656,25.24
punch,1,1930,0.077,0.010,0.911,18.870,2.733,0.603,25.14
punch,1,1940,0.068,0.014,0.902,18.954,3.015,0.458,25.14
punch,1,1950,0.070,0.010,0.911,18.847,2.985,0.840,25.24
punch,1,1960,0.073,0.014,0.911,18.870,2.916,0.649,25.14
punch,1,1972,0.071,0.008,0.911,18.832,2.832,0.489,25.14
punch,1,1982,0.075,0.010,0.909,18.954,2.870,0.656,25.24
punch,1,1992,0.075,0.011,0.914,18.817,2.840,0.489,25.14
punch,1,2003,0.073,0.014,0.905,18.893,2.840,0.573,25.24
punch,1,2014,0.069,0.007,0.904,18.779,2.885,0.649,25.19
punch,1,2024,0.073,0.002,0.912,18.809,2.931,0.603,25.19
punch,1,2034,0.072,0.009,0.912,18.817,2.733,0.687,25.19
punch,1,2045,0.070,0.009,0.902,18.832,2.847,0.580,25.19
punch,1,2056,0.066,0.009,0.909,18.710,2.832,0.664,25.19
punch,1,2066,0.081,0.011,0.910,18.847,2.870,0.687,25.19
punch,1,2077,0.071,0.010,0.912,18.985,2.763,0.687,25.24
punch,1,2087,0.075,0.011,0.907,18.847,2.847,0.679,25.14
punch,1,2098,0.073,0.007,0.907,18.840,2.924,0.656,25.24
punch,1,2108,0.082,0.016,0.906,18.809,2.947,0.718,25.14
punch,1,2119,0.069,0.011,0.911,18.733,2.733,0.641,25.14
punch,1,2129,0.079,0.006,0.909,18.893,2.870,0.695,25.24
punch,1,2140,0.072,0.007,0.909,18.802,2.908,0.580,25.24
punch,1,2151,0.076,0.010,0.902,18.924,2.916,0.603,25.24
punch,1,2161,0.075,0.008,0.908,18.908,2.878,0.656,25.19
punch,1,2171,0.081,0.010,0.904,18.863,2.916,0.672,25.19
punch,1,2182,0.079,0.016,0.908,18.824,2.977,0.786,25.09
punch,1,2193,0.073,0.010,0.899,18.832,2.947,0.740,25.19
punch,1,2203,0.075,0.009,0.906,18.855,2.756,0.573,25.24
punch,1,2213,0.068,0.010,0.906,18.863,2.916,0.603,25.19
punch,1,2224,0.079,0.008,0.908,18.901,2.901,0.634,25.14
punch,1,2235,0.075,0.009,0.912,18.947,2.580,0.679,25.24
punch,1,2245,0.075,0.011,0.910,18.924,2.863,0.634,25.14
punch,1,2255,0.069,0.015,0.913,18.939,2.916,0.618,25.14
punch,1,2267,0.073,0.010,0.911,18.771,2.771,0.664,25.24
punch,1,2277,0.074,0.010,0.909,18.847,2.725,0.641,25.14
punch,1,2287,0.076,0.015,0.913,18.733,2.847,0.557,25.24
punch,1,2298,0.063,0.014,0.914,18.802,3.069,0.519,25.24
punch,1,2309,0.073,0.016,0.906,18.901,2.947,0.664,25.24
punch,1,2319,0.075,0.011,0.915,18.885,2.809,0.466,25.14
punch,1,2329,0.071,0.003,0.906,19.031,2.748,0.618,25.24
punch,1,2340,0.068,0.012,0.908,18.992,2.817,0.618,25.24
punch,1,2351,0.069,0.010,0.910,18.878,2.863,0.580,25.14
punch,1,2361,0.075,0.010,0.903,18.794,2.855,0.580,25.28
punch,1,2371,0.077,0.008,0.906,18.901,2.779,0.687,25.09
punch,1,2382,0.072,0.011,0.904,18.893,2.763,0.603,25.19
punch,1,2393,0.074,0.007,0.914,18.885,2.916,0.595,25.19
punch,1,2403,0.074,0.008,0.908,18.817,2.809,0.618,25.19
punch,1,2414,0.071,0.017,0.912,18.840,2.969,0.664,25.19
punch,1,2424,0.080,0.007,0.908,18.771,2.954,0.511,25.09
punch,1,2435,0.078,0.010,0.914,19.015,2.771,0.565,25.24
punch,1,2445,0.105,0.041,0.897,16.962,4.687,0.863,25.14
punch,1,2456,-0.079,-0.073,0.909,15.489,4.473,45.015,25.24
punch,1,2466,0.060,0.022,0.912,13.641,5.794,88.817,25.19
punch,1,2477,0.152,0.081,0.900,11.534,5.786,80.618,25.19
punch,1,2488,0.065,0.011,0.873,16.603,5.580,63.802,25.24
punch,1,2498,0.004,0.046,0.937,16.947,2.595,47.962,25.24
punch,1,2509,-0.061,0.098,0.891,19.687,3.550,61.458,25.24
punch,1,2520,-0.085,0.121,0.878,18.832,2.427,98.458,25.28
punch,1,2530,-0.041,0.128,0.905,19.298,1.908,104.252,25.19
punch,1,2541,0.033,0.104,0.889,21.779,4.832,84.855,25.24
punch,1,2551,0.378,-0.196,0.865,19.931,-8.519,28.229,25.19
punch,1,2562,0.229,-0.111,0.893,25.412,-2.863,14.634,25.19
punch,1,2573,0.164,0.067,0.910,24.489,-0.290,97.634,25.14
punch,1,2583,0.182,0.011,0.874,22.137,2.000,165.496,25.14
punch,1,2593,0.089,-0.042,0.909,20.878,-0.420,182.405,25.19
punch,1,2605,0.063,-0.033,0.925,20.924,-0.221,168.771,25.24
punch,1,2615,0.052,-0.020,0.906,20.038,0.748,142.786,25.19
punch,1,2626,0.000,-0.042,0.904,18.939,1.817,121.580,25.24
punch,1,2636,-0.028,-0.026,0.914,17.672,4.565,113.649,25.14
punch,1,2647,-0.038,-0.025,0.917,16.344,6.893,101.153,25.09
punch,1,2658,0.055,-0.019,0.904,16.756,5.344,84.641,25.24
punch,1,2668,0.082,0.012,0.902,15.802,3.618,78.076,25.19
punch,1,2679,0.091,0.010,0.908,18.534,4.145,73.031,25.19
punch,1,2690,0.079,-0.004,0.896,19.008,4.176,67.282,25.09
punch,1,2700,0.088,-0.018,0.904,21.176,1.053,60.756,25.19
punch,1,2711,0.050,-0.016,0.909,21.405,1.214,52.992,25.24
punch,1,2721,0.017,-0.010,0.923,21.084,0.672,43.382,25.14
punch,1,2732,0.043,-0.001,0.897,20.115,1.450,36.611,25.19
punch,1,2743,0.072,-0.031,0.918,19.183,1.878,29.527,25.28
punch,1,2753,0.091,0.007,0.915,19.084,3.229,24.481,25.19
punch,1,2763,0.080,0.013,0.925,17.122,1.916,22.466,25.14
punch,1,2775,0.081,0.020,0.918,18.229,3.290,21.573,25.14
punch,1,2785,0.107,0.038,0.914,17.427,4.351,23.321,25.19
punch,1,2795,0.079,-0.015,0.904,17.962,2.664,18.855,25.19
punch,1,2806,0.022,0.004,0.911,19.115,3.947,10.664,25.14
punch,1,2817,-0.111,0.063,0.926,17.832,0.733,2.328,25.14
punch,1,2827,-0.030,-0.008,0.897,19.153,2.290,-18.046,25.14
punch,1,2838,-0.059,0.011,0.889,19.115,4.504,-66.496,25.05
punch,1,2848,0.064,0.033,0.907,19.237,3.458,-103.855,25.19
punch,1,2860,0.098,0.090,0.907,19.008,1.305,-131.267,25.14
punch,1,2870,0.147,0.074,0.916,19.466,2.718,-128.000,25.09
punch,1,2880,0.140,0.000,0.892,22.366,0.634,-97.992,25.14
punch,1,2891,0.199,-0.051,0.901,23.969,-0.542,-61.832,25.33
punch,1,2902,0.235,-0.058,0.921,21.519,1.603,-33.779,25.14
punch,1,2912,0.174,-0.014,0.914,20.214,2.603,-2.740,25.14
punch,1,2923,0.064,0.008,0.916,19.649,2.336,-0.237,25.09
punch,1,2933,0.108,0.017,0.898,19.885,2.053,-9.176,25.24
punch,1,2944,0.133,0.017,0.906,19.015,3.237,-29.427,25.19
punch,1,2955,0.067,-0.002,0.905,19.710,1.679,-33.687,25.19
punch,1,2965,0.019,-0.007,0.911,18.916,2.481,-22.519,25.14
punch,1,2975,0.029,0.004,0.908,18.786,3.122,-8.626,25.05
punch,1,2987,0.067,0.008,0.905,18.542,3.427,-7.893,25.14
punch,1,2997,0.060,0.022,0.902,18.817,2.779,-4.580,25.14
punch,1,3007,0.072,0.015,0.903,18.794,2.992,-1.344,25.14
punch,1,3017,0.071,0.009,0.914,19.000,2.809,-1.290,25.14
punch,1,3028,0.072,0.008,0.910,18.710,2.954,-1.321,25.24
punch,1,3039,0.070,0.009,0.909,18.901,2.931,-2.115,25.14
punch,1,3049,0.074,0.013,0.912,18.878,2.893,-1.809,25.14
punch,1,3060,0.068,0.013,0.907,18.794,3.031,-0.908,25.24
punch,1,3070,0.076,0.010,0.911,18.725,2.885,-0.962,25.14
punch,1,3081,0.068,0.009,0.907,18.840,2.901,-0.763,25.14
punch,1,3092,0.076,0.013,0.912,18.763,2.893,-0.969,25.24
punch,1,3102,0.072,0.013,0.904,18.908,3.038,-1.053,25.14
punch,1,3112,0.076,0.013,0.896,19.008,2.931,-0.947,25.24
punch,1,3123,0.067,0.010,0.907,18.756,2.710,-0.916,25.14
punch,1,3134,0.073,0.013,0.907,18.924,2.885,-0.466,25.24
punch,1,3144,0.075,0.006,0.918,18.817,2.954,-0.107,25.14
punch,1,3154,0.076,0.014,0.902,18.901,2.901,0.038,25.24
punch,1,3166,0.070,0.008,0.902,18.718,2.931,0.298,25.24
punch,1,3176,0.073,0.013,0.910,18.802,2.763,0.313,25.28
punch,1,3186,0.069,0.010,0.918,18.855,2.885,0.397,25.24
punch,1,3196,0.069,0.010,0.908,18.885,2.962,0.344,25.19
punch,1,3208,0.069,0.003,0.906,18.962,2.916,0.191,25.19
punch,1,3218,0.070,0.009,0.907,18.893,2.794,0.260,25.38
punch,1,3228,0.067,0.014,0.914,18.847,2.931,0.000,25.14
punch,1,3238,0.074,0.010,0.902,18.809,2.847,-0.122,25.24
punch,1,3250,0.074,0.008,0.908,18.733,3.031,-0.359,25.14
punch,1,3260,0.072,0.003,0.904,18.939,2.740,-0.649,25.14
punch,1,3270,0.071,0.005,0.910,18.901,2.794,-1.031,25.14
punch,1,3281,0.073,0.012,0.903,19.046,2.763,-1.740,25.24
punch,1,3292,0.063,0.013,0.908,18.840,2.840,-1.779,25.14
punch,1,3302,0.073,0.012,0.908,18.939,2.824,-0.641,25.24
punch,1,3312,0.145,-0.056,0.908,19.473,2.504,-47.305,25.24
punch,1,3323,0.033,-0.002,0.910,19.260,2.672,-30.443,25.24
punch,1,3334,0.118,-0.027,0.906,18.710,3.046,-25.626,25.24
punch,1,3345,0.021,0.059,0.905,19.031,1.740,-12.603,25.09
punch,1,3355,0.070,0.034,0.909,18.733,2.351,0.802,25.24
punch,1,3365,0.072,0.013,0.911,18.740,2.870,0.573,25.24
punch,1,3376,0.077,0.013,0.911,18.863,3.084,0.527,25.24
punch,1,3387,0.069,0.010,0.912,18.847,3.008,0.618,25.24
punch,1,3397,0.075,0.011,0.917,18.672,3.069,0.565,25.28
punch,1,3407,0.072,0.007,0.909,18.847,2.947,0.710,25.19
punch,1,3419,0.070,0.002,0.915,18.832,2.840,0.626,25.19
punch,1,3429,0.075,0.007,0.913,18.985,2.985,0.672,25.19
punch,1,3439,0.077,0.010,0.920,18.931,2.985,0.641,25.19
punch,1,3449,0.078,0.006,0.911,18.840,2.939,0.511,25.19
punch,1,3461,0.074,0.005,0.911,18.718,2.893,0.565,25.24
punch,1,3471,0.081,0.010,0.908,18.809,2.763,0.595,25.19
punch,1,3481,0.066,0.011,0.907,18.916,2.794,0.649,25.14
punch,1,3492,0.066,0.012,0.871,18.710,2.557,0.611,25.24
punch,1,3503,0.073,0.010,0.911,18.863,2.893,0.557,25.14
punch,1,3513,0.071,0.014,0.913,18.779,2.908,0.534,25.14
punch,1,3524,0.076,0.005,0.914,18.824,2.802,0.695,25.24
punch,1,3534,0.071,0.011,0.906,18.832,2.664,0.603,25.24
punch,1,3545,0.070,0.013,0.916,18.824,2.977,0.702,25.14
punch,1,3555,0.072,0.007,0.903,18.840,2.931,0.626,25.14
punch,1,3566,0.071,0.009,0.909,19.008,2.985,0.679,25.24
punch,1,3576,0.075,0.014,0.903,18.832,3.023,0.496,25.24
punch,1,3587,0.075,0.014,0.908,18.679,2.626,0.817,25.19
punch,1,3597,0.079,0.009,0.907,18.817,2.832,0.687,25.19
punch,1,3608,0.079,0.014,0.912,18.763,3.046,0.519,25.28
punch,1,3618,0.077,0.015,0.908,17.847,3.542,0.626,25.19
punch,1,3629,0.082,0.014,0.910,15.901,5.351,-0.244,25.09
punch,1,3640,0.089,0.018,0.908,16.191,4.656,-18.023,25.19
punch,1,3650,0.134,0.037,0.892,17.046,4.771,-56.031,25.28
punch,1,3660,0.109,0.050,0.906,16.611,1.725,-93.344,25.14
punch,1,3672,0.055,0.040,0.930,17.893,2.718,-119.244,25.14
punch,1,3682,0.054,-0.007,0.906,19.435,3.771,-123.046,25.28
punch,1,3692,0.081,-0.017,0.898,19.885,2.863,-101.809,25.33
punch,1,3703,0.106,-0.023,0.901,19.344,2.038,-57.870,25.09
punch,1,3714,0.032,-0.047,0.906,18.794,3.550,-18.237,25.19
punch,1,3725,0.044,0.002,0.907,18.160,3.031,-7.634,25.19
punch,1,3735,0.059,-0.002,0.903,17.802,3.328,-3.672,25.19
punch,1,3745,0.060,0.004,0.912,19.168,2.122,-3.550,25.28
punch,1,3756,0.089,0.028,0.900,21.718,0.901,0.649,25.28
punch,1,3767,0.076,0.007,0.917,17.771,5.206,0.565,25.19
punch,1,3777,0.058,0.006,0.904,18.962,2.992,0.618,25.28
punch,1,3787,0.070,0.010,0.911,18.504,3.000,0.359,25.28
punch,1,3799,0.064,0.009,0.910,19.023,2.305,0.565,25.19
punch,1,3809,0.052,0.019,0.905,18.359,2.931,-8.198,25.14
punch,1,3819,0.056,0.023,0.910,19.519,2.985,-27.366,25.19
punch,1,3829,0.063,-0.008,0.910,19.489,1.794,-28.298,25.28
punch,1,3841,0.065,0.034,0.912,18.450,2.855,-22.573,25.19
punch,1,3851,0.064,0.003,0.909,19.435,2.603,-18.275,25.24
punch,1,3862,0.051,0.024,0.907,19.374,2.489,-12.305,25.24
punch,1,3872,0.074,0.003,0.911,18.290,3.168,-5.191,25.24
punch,1,3883,0.124,-0.012,0.910,18.412,2.206,-0.099,25.28
punch,1,3894,0.074,0.029,0.905,19.198,4.198,1.053,25.19
punch,1,3904,0.074,0.009,0.924,18.763,2.641,0.427,25.19
punch,1,3914,0.077,0.010,0.910,18.634,3.374,0.565,25.24
punch,1,3924,0.074,0.010,0.907,18.252,3.397,0.611,25.19
punch,1,3936,0.072,0.008,0.916,18.374,3.412,0.664,25.24
punch,1,3946,0.074,0.013,0.909,18.427,2.947,0.557,25.19
punch,1,3956,0.060,0.054,0.906,19.344,1.924,9.237,25.14
punch,1,3968,0.135,-0.041,0.911,19.168,3.153,24.794,25.19
punch,1,3978,0.075,0.005,0.902,18.389,2.863,35.809,25.19
punch,1,3988,0.095,0.022,0.901,19.092,3.733,34.069,25.19
punch,1,3999,0.067,-0.036,0.911,17.992,4.397,44.053,25.14
punch,1,4009,0.054,-0.044,0.912,18.168,3.511,14.947,25.24
punch,1,4020,0.071,0.013,0.913,18.008,2.870,4.336,25.09
punch,1,4031,0.061,0.002,0.913,18.405,2.939,5.595,25.28
punch,1,4041,0.106,0.028,0.901,17.580,4.267,2.313,25.24
punch,1,4051,0.083,0.008,0.907,21.107,1.870,0.176,25.19
punch,1,4062,0.093,0.023,0.917,19.450,2.542,-5.885,25.14
punch,1,4073,0.101,0.023,0.906,19.290,2.969,-13.374,25.14
punch,1,4083,0.092,0.011,0.912,18.733,3.603,-17.107,25.19
punch,1,4093,0.082,0.004,0.918,18.641,2.527,-16.145,25.19
punch,1,4105,0.089,0.018,0.899,18.183,3.931,-18.786,25.14
punch,1,4115,0.071,0.016,0.916,17.947,3.214,-19.649,25.14
punch,1,4126,0.085,0.018,0.909,18.229,3.351,-22.481,25.28
punch,1,4136,0.005,0.000,0.910,17.908,3.412,4.496,25.19
punch,1,4147,0.064,-0.015,0.910,18.847,2.924,12.511,25.28
punch,1,4158,0.074,0.006,0.908,18.344,3.053,10.107,25.19
punch,1,4168,0.083,0.019,0.914,18.725,3.031,12.069,25.24
punch,1,4178,0.098,0.078,0.909,18.901,2.290,34.824,25.24
punch,1,4190,0.073,-0.034,0.910,17.969,3.183,30.366,25.14
punch,1,4200,0.055,0.021,0.908,19.893,2.107,19.450,25.19
punch,1,4210,0.089,0.031,0.909,19.282,2.603,33.802,25.19
punch,1,4221,0.069,0.023,0.904,20.168,1.359,43.366,25.14
punch,1,4232,0.057,0.014,0.910,20.092,1.969,43.168,25.24
punch,1,4242,0.077,-0.041,0.919,19.794,2.099,40.053,25.24
punch,1,4253,0.072,0.014,0.907,20.252,1.779,38.870,25.14
punch,1,4263,0.064,0.031,0.908,19.137,2.771,37.626,25.19
punch,1,4274,0.073,0.017,0.913,19.359,2.206,41.504,25.09
punch,1,4285,0.035,0.036,0.917,18.756,1.718,38.611,25.24
punch,1,4295,0.048,0.042,0.903,19.053,2.237,50.275,25.24
punch,1,4305,0.042,-0.010,0.910,19.344,2.511,36.885,25.28
punch,1,4317,0.054,0.003,0.928,19.023,1.466,30.832,25.19
punch,1,4327,0.051,0.051,0.915,18.214,3.069,33.840,25.19
punch,1,4337,0.172,-0.126,0.907,20.824,2.191,1.137,25.24
punch,1,4348,0.076,-0.010,0.901,21.153,1.939,-4.084,25.24
punch,1,4359,0.068,0.007,0.913,21.450,0.916,-2.962,25.24
