gesture,gesture_num,timestamp,aX,aY,aZ,gX,gY,gZ,temp
punch,1,552,0.046,0.102,0.902,18.710,2.855,0.504,25.94
punch,1,563,0.045,0.099,0.902,18.802,2.756,0.672,25.94
punch,1,573,0.048,0.104,0.903,18.786,2.947,0.611,25.99
punch,1,583,0.043,0.103,0.906,18.969,2.725,0.710,25.99
punch,1,594,0.039,0.108,0.903,18.962,2.824,0.656,25.94
punch,1,605,0.043,0.101,0.905,18.649,3.061,0.687,25.94
punch,1,615,0.045,0.102,0.902,18.763,2.695,0.626,25.99
punch,1,625,0.045,0.107,0.910,18.847,2.672,0.565,25.99
punch,1,635,0.042,0.103,0.900,18.931,2.969,0.603,25.89
punch,1,647,0.050,0.104,0.907,18.618,2.901,0.740,26.04
punch,1,657,0.042,0.105,0.896,18.931,2.786,0.542,25.99
punch,1,667,0.046,0.109,0.905,18.847,2.901,0.687,25.99
punch,1,677,0.043,0.101,0.901,18.939,2.885,0.565,25.99
punch,1,689,0.044,0.107,0.903,18.893,2.756,0.649,25.94
punch,1,699,0.047,0.103,0.907,18.855,2.924,0.580,26.04
punch,1,709,0.046,0.103,0.908,18.718,3.069,0.550,25.99
punch,1,719,0.043,0.105,0.910,18.985,2.809,0.687,26.08
punch,1,731,0.043,0.099,0.899,18.725,2.832,0.634,25.94
punch,1,741,0.042,0.103,0.903,18.870,2.939,0.550,26.04
punch,1,751,0.047,0.101,0.903,18.939,2.885,0.626,25.99
punch,1,761,0.044,0.105,0.905,18.580,2.977,0.550,25.99
punch,1,772,0.045,0.104,0.907,18.969,2.939,0.702,25.94
punch,1,783,0.048,0.104,0.903,18.832,2.924,0.634,25.94
punch,1,793,0.042,0.107,0.907,18.977,2.786,0.748,25.99
punch,1,803,0.049,0.101,0.905,18.962,2.885,0.611,25.99
punch,1,814,0.046,0.105,0.899,18.725,2.771,0.496,26.04
punch,1,825,0.050,0.101,0.899,18.863,2.748,0.710,25.99
punch,1,835,0.047,0.103,0.904,18.756,2.832,0.565,25.89
punch,1,845,0.048,0.103,0.908,18.840,2.710,0.672,25.99
punch,1,856,0.052,0.102,0.907,19.069,2.748,0.542,26.04
punch,1,867,0.046,0.101,0.898,18.588,3.160,0.664,25.94
punch,1,877,0.049,0.107,0.897,18.733,2.947,0.595,25.99
punch,1,887,0.046,0.104,0.905,18.977,2.679,0.718,25.99
punch,1,898,0.049,0.103,0.909,18.710,3.000,0.634,26.04
punch,1,908,0.045,0.110,0.899,18.924,2.847,0.618,25.94
punch,1,919,0.046,0.103,0.905,18.962,2.641,0.664,25.89
punch,1,929,0.043,0.099,0.902,18.809,2.824,0.687,25.99
punch,1,940,0.040,0.103,0.906,18.809,2.947,0.718,25.94
punch,1,950,0.045,0.103,0.906,18.748,2.817,0.626,26.04
punch,1,961,0.046,0.103,0.900,18.947,2.763,0.649,25.99
punch,1,971,0.053,0.105,0.907,18.603,2.924,0.641,26.08
punch,1,982,0.044,0.099,0.899,18.893,2.863,0.519,25.94
punch,1,992,0.045,0.104,0.897,18.916,2.832,0.611,25.99
punch,1,1003,0.053,0.102,0.904,18.649,2.878,0.618,25.99
punch,1,1013,0.052,0.106,0.906,18.611,2.664,0.672,25.89
punch,1,1024,0.047,0.104,0.905,18.740,2.740,0.687,25.99
punch,1,1034,0.048,0.107,0.906,18.611,2.954,0.679,25.99
punch,1,1045,0.045,0.101,0.903,18.962,2.794,0.649,25.99
punch,1,1055,0.045,0.106,0.899,18.893,2.763,0.695,25.99
punch,1,1065,0.048,0.105,0.911,18.779,2.855,0.771,25.99
punch,1,1077,0.048,0.105,0.903,18.885,2.931,0.550,25.99
punch,1,1087,0.040,0.108,0.900,18.847,2.725,0.588,25.89
punch,1,1097,0.047,0.103,0.910,18.748,2.809,0.588,25.99
punch,1,1107,0.050,0.106,0.902,18.992,2.794,0.473,25.99
punch,1,1119,0.052,0.103,0.907,18.748,2.725,0.626,25.99
punch,1,1129,0.049,0.109,0.904,18.802,2.603,0.649,25.89
punch,1,1139,0.046,0.105,0.909,18.878,3.015,0.504,25.99
punch,1,1150,0.045,0.102,0.908,18.672,2.985,0.573,26.04
punch,1,1161,0.046,0.099,0.902,18.985,2.885,0.634,26.04
punch,1,1171,0.039,0.105,0.901,18.771,3.000,0.466,26.04
punch,1,1181,0.041,0.100,0.902,18.656,2.863,0.756,26.04
punch,1,1192,0.046,0.102,0.901,18.840,2.962,0.573,25.94
punch,1,1203,0.045,0.107,0.913,18.786,2.969,0.626,26.04
punch,1,1213,0.040,0.103,0.903,18.840,2.847,0.634,26.04
punch,1,1224,0.043,0.104,0.899,18.840,2.969,0.550,26.04
punch,1,1234,0.050,0.110,0.909,18.725,2.878,0.542,25.94
punch,1,1245,0.048,0.103,0.904,18.832,2.931,0.527,26.04
punch,1,1255,0.048,0.103,0.905,18.931,2.893,0.580,25.94
punch,1,1266,0.049,0.107,0.899,18.885,2.763,0.702,25.94
punch,1,1276,0.053,0.106,0.893,18.832,2.748,0.626,25.94
punch,1,1287,0.047,0.107,0.901,18.802,2.840,0.641,25.94
punch,1,1298,0.042,0.104,0.898,18.885,2.824,0.656,25.94
punch,1,1308,0.049,0.104,0.902,18.771,3.099,0.527,25.94
punch,1,1318,0.039,0.108,0.905,18.901,3.122,0.595,25.99
punch,1,1329,0.043,0.104,0.908,18.779,2.802,0.634,25.99
punch,1,1340,0.042,0.099,0.902,18.702,2.954,0.748,25.99
punch,1,1350,0.043,0.110,0.911,19.038,2.634,0.565,25.99
punch,1,1360,0.046,0.101,0.906,18.847,2.794,0.603,25.99
punch,1,1372,0.038,0.102,0.900,18.786,2.763,0.611,25.89
punch,1,1382,0.044,0.101,0.903,18.893,2.687,0.565,25.99
punch,1,1392,0.054,0.106,0.909,18.779,2.870,0.618,26.08
punch,1,1402,0.046,0.100,0.904,18.809,2.939,0.611,25.99
punch,1,1414,0.048,0.103,0.912,18.687,3.061,0.557,25.99
punch,1,1424,0.046,0.104,0.905,18.580,2.855,0.664,25.89
punch,1,1434,0.042,0.102,0.898,18.763,2.725,0.733,26.08
punch,1,1445,0.044,0.104,0.902,18.840,2.809,0.603,25.99
punch,1,1456,0.049,0.103,0.908,18.954,2.832,0.511,25.99
punch,1,1466,0.049,0.100,0.904,18.939,2.985,0.710,25.99
punch,1,1476,0.045,0.101,0.904,18.771,2.939,0.580,26.08
punch,1,1487,0.045,0.101,0.907,18.847,2.832,0.695,25.99
punch,1,1498,0.041,0.107,0.905,18.840,2.908,0.649,25.94
punch,1,1508,0.043,0.107,0.900,18.832,2.824,0.588,26.04
punch,1,1519,0.042,0.105,0.901,18.573,3.053,0.588,25.94
punch,1,1529,0.045,0.100,0.892,18.863,2.771,0.679,26.04
punch,1,1540,0.047,0.108,0.902,18.809,2.901,0.763,26.04
punch,1,1550,0.043,0.103,0.910,18.649,2.947,0.611,25.94
punch,1,1561,0.049,0.109,0.913,18.878,2.985,0.634,26.04
punch,1,1571,0.051,0.100,0.906,18.985,2.649,0.710,26.04
punch,1,1582,0.042,0.107,0.914,18.702,2.939,0.527,25.94
punch,1,1593,0.042,0.101,0.902,18.779,3.031,0.641,26.04
punch,1,1603,0.044,0.101,0.905,18.840,2.901,0.504,26.04
punch,1,1613,0.048,0.108,0.903,18.725,2.802,0.763,25.99
punch,1,1624,0.041,0.107,0.908,18.840,2.870,0.771,25.94
punch,1,1635,0.049,0.104,0.906,18.794,2.687,0.672,25.99
punch,1,1645,0.045,0.109,0.902,18.924,2.786,0.748,25.94
